Id,Local,Coordenadas,Regiao,IntensidadeVentoKM,Temperatura,Radiacao,DirecaoVento,IntensidadeVento,Humidade,DataHoraObservacao
E1,Terras de Bouro/Barral (CIM),"[-8.31808611,41.70225278]",Norte,2.5,23.2,133.2,NE,0.7,58.0,2025-04-10T19:00
